"","par1","par2","sse","pse","slope"
"pse...1",-1.00158169632778,0.670381907373667,5.34418943745677,2.68294856058287,0.790568310515328
"pse...2",-10.1154731540009,0.792240034788847,5.34418915705334,2.68272935779234,0.790694276512786
"pse...3",-14.088248074986,0.241769740357995,5.34418926233443,2.68288081050324,0.790836602993109
"pse...4",-2.21503028646111,1.23571576131508,5.34418910530588,2.68257577804656,0.79072585773785
"pse...5",-7.10375221911818,0.952647742349654,5.34418980455072,2.68253117062251,0.79146797623447
"pse...6",10.8695699600503,0.297757264226675,5.34418921443024,2.68282697464731,0.790878077576736
"pse...7",-9.58709761267528,1.99854662409052,5.34418915270291,2.68275616364157,0.790847568008391
"pse...8",10.252235471271,0.285298119764775,5.34418923468457,2.68248426110561,0.791095639301433
"pse...9",-4.65454840566963,1.77925090771168,5.34418915628596,2.68252131011539,0.791006525380871
"pse...10",-5.40455113397911,1.41803166735917,5.34418912379282,2.68270930283386,0.790823295987067
"pse...11",3.8445515697822,0.87634513201192,5.34418914547239,2.68273246902427,0.790735281595186
"pse...12",-4.80311915511265,1.86618517432362,5.34418937372136,2.682894746948,0.790564961712232
"pse...13",6.38863236643374,1.26170374592766,5.34418915645014,2.68245084514798,0.790675054254232
"pse...14",7.39348310278729,0.22290057502687,5.3441892065928,2.68240608740046,0.791014895302844
"pse...15",-6.80134454509243,0.197036178316921,5.34418954217468,2.68230156895029,0.791257762093415
"pse...16",7.7258844813332,1.32718420773745,5.3441892365259,2.68283015175312,0.790935376121142
"pse...17",6.73083281842992,0.917893062811345,5.3441891652195,2.68263914776268,0.791013575991396
"pse...18",5.23195741698146,1.40102722961456,5.34418914193238,2.68273432407024,0.790865825003636
"pse...19",9.45216655964032,1.38236297573894,5.34418914575666,2.68272294461646,0.790906493352317
"pse...20",6.49237031349912,1.7811597827822,5.34418930579389,2.68253452266307,0.790464248288188
"pse...21",-4.79109353385866,1.33712569065392,5.34418927963528,2.6824163219112,0.791112353170444
"pse...22",-3.47238088957965,0.470226733479649,5.34418936795561,2.68286976149628,0.790539849591842
"pse...23",11.6549108549953,1.60290331766009,5.34418912865568,2.68270356997188,0.790744022856541
"pse...24",2.89283210411668,1.95403548283502,5.34418910439252,2.68256895475586,0.790904625977163
"pse...25",-5.15685097547248,1.61036005662754,5.34418924765943,2.6827079916127,0.791084218498908
"pse...26",-14.030538580846,0.896579755470157,5.3441891639086,2.6827612705026,0.790732339414819
"pse...27",-7.0580484601669,0.818535035476089,5.34418919629706,2.68270792261109,0.790603182299338
"pse...28",-9.16209599236026,1.08697502827272,5.3441891498447,2.68245736624384,0.790682474779854
"pse...29",13.0531110288575,1.54807522054762,5.34418915530848,2.68250588138022,0.790999758895045
"pse...30",14.9064975022338,1.6452516829595,5.34418917371946,2.68249388802595,0.791023475381621
"pse...31",-3.24883968103677,0.770498960278928,5.34418919035129,2.68280607465331,0.790847940638918
"pse...32",11.9741340028122,0.637706046923995,5.34418923324964,2.68263530299983,0.790530873490546
"pse...33",-8.73934552771971,1.12835434125736,5.34418924400691,2.68228821084919,0.790815510987767
"pse...34",-0.537466944660991,0.13022926542908,5.34418918683093,2.68256611877415,0.790579334007896
"pse...35",-7.16167943319306,0.660671283490956,5.34418922526278,2.68284321626188,0.790854666905397
"pse...36",-5.0830762507394,0.18470659153536,5.34418942681247,2.68264824494395,0.791254431198108
"pse...37",5.81980582326651,0.232979252003133,5.34418914454897,2.68255312528489,0.790641647677395
"pse...38",11.1179193668067,0.257341200485826,5.34418914504008,2.68268396100064,0.790673690220143
"pse...39",10.0613391492516,0.475383792072535,5.34418917386584,2.6826102089404,0.790596985995908
"pse...40",-1.48744178703055,1.66859723208472,5.34418910087655,2.68250471460443,0.790821902839375
"pse...41",4.97390852775425,1.08823836874217,5.34418913097698,2.68271274580942,0.790753542585309
"pse...42",4.86875790869817,1.74702454963699,5.3441891642932,2.68248779973352,0.790633748272872
"pse...43",5.05164217902347,0.427090503741056,5.3441891275059,2.68257614043858,0.790963316121455
"pse...44",-2.42776960367337,0.925551891792566,5.34418921863326,2.68249110152029,0.791080045183999
"pse...45",3.56426098616794,0.967452389188111,5.34418915606866,2.68273277510362,0.790920296626483
"pse...46",7.68813236150891,0.443223801441491,5.34418918711682,2.68274575489235,0.790971179974992
"pse...47",14.7353828768246,1.95945909665897,5.3441892951068,2.68281952042849,0.79104644841479
"pse...48",10.7708918815479,0.483028418850154,5.34418913772172,2.68245957611879,0.790933400647945
"pse...49",3.93997715553269,1.48809128301218,5.34418913873559,2.68241713966575,0.790801695146652
"pse...50",8.23211068287492,1.34967308910564,5.34418910791768,2.68251869621044,0.790897443745841
"pse...51",7.40335321985185,1.94818443665281,5.34418911664535,2.68268514884103,0.790859879000253
"pse...52",-10.8701321901754,1.49083702685311,5.34418919356507,2.68270894022318,0.791016123746483
"pse...53",-4.91306316806003,1.29541683150455,5.34418930751193,2.68232197823374,0.79106670511083
"pse...54",11.4502522791736,0.856978599913418,5.34418920783123,2.68282735996389,0.790778675753335
"pse...55",13.3049145620316,0.505520246457309,5.34418919749163,2.68233649164305,0.790809069684565
"pse...56",14.6616448508576,1.8122444706969,5.34418911936409,2.68269791447402,0.790837681919252
