"","par1","par2","sse","pse","slope"
"pse...1",-1.00158169632778,0.670381907373667,7.71348596069422,-3.5072729358835,2.05612972383757
"pse...2",-10.1154731540009,0.792240034788847,7.71348596557372,-3.50729944748676,2.05613673502013
"pse...3",-14.088248074986,0.241769740357995,7.71348596555257,-3.50721963275689,2.05595822285733
"pse...4",-2.21503028646111,1.23571576131508,7.71348598735712,-3.50710494118868,2.05574182748276
"pse...5",-7.10375221911818,0.952647742349654,7.71348601349032,-3.50733695754331,2.05580452818857
"pse...6",10.8695699600503,0.297757264226675,7.71348600142139,-3.50708555108324,2.05567184912444
"pse...7",-9.58709761267528,1.99854662409052,7.71348611066593,-3.50687196254849,2.05532206956226
"pse...8",10.252235471271,0.285298119764775,7.71348607530249,-3.50693823693863,2.05695515673977
"pse...9",-4.65454840566963,1.77925090771168,7.71348598888618,-3.50703594141568,2.05571870085915
"pse...10",-5.40455113397911,1.41803166735917,7.71348595327654,-3.50690524559752,2.05600430928315
"pse...11",3.8445515697822,0.87634513201192,7.71348600773545,-3.50704492181443,2.05675787540016
"pse...12",-4.80311915511265,1.86618517432362,7.7134860246193,-3.5066250571026,2.05639187888863
"pse...13",6.38863236643374,1.26170374592766,7.71348607686424,-3.50725451160096,2.05548656258145
"pse...14",7.39348310278729,0.22290057502687,7.71348599274687,-3.50731605517073,2.05589518054058
"pse...15",-6.80134454509243,0.197036178316921,7.71348608626764,-3.50672323176268,2.05684164625436
"pse...16",7.7258844813332,1.32718420773745,7.71348598168268,-3.50692920602384,2.0565928656546
"pse...17",6.73083281842992,0.917893062811345,7.71348603410316,-3.50662853492949,2.05579946876034
"pse...18",5.23195741698146,1.40102722961456,7.71348596762128,-3.50678968648911,2.05626328519985
"pse...19",9.45216655964032,1.38236297573894,7.71348599230982,-3.50671497726881,2.05635492922337
"pse...20",6.49237031349912,1.7811597827822,7.71348606616055,-3.50739402113491,2.05685187293323
"pse...21",-4.79109353385866,1.33712569065392,7.71348596630357,-3.50711253192183,2.05586268686409
"pse...22",-3.47238088957965,0.470226733479649,7.71348597708975,-3.50729487217395,2.05597763790874
"pse...23",11.6549108549953,1.60290331766009,7.71348598020915,-3.50676755262017,2.05594248718163
"pse...24",2.89283210411668,1.95403548283502,7.71348605693849,-3.50650788303365,2.05620506509303
"pse...25",-5.15685097547248,1.61036005662754,7.71348595932116,-3.50687057001318,2.05636449832847
"pse...26",-14.030538580846,0.896579755470157,7.7134860248552,-3.50751059550308,2.05634679018299
"pse...27",-7.0580484601669,0.818535035476089,7.71348597497673,-3.50718924658651,2.05657939510611
"pse...28",-9.16209599236026,1.08697502827272,7.71348603105278,-3.50659146687782,2.05633378042593
"pse...29",13.0531110288575,1.54807522054762,7.71348600734089,-3.50702843129522,2.05675319488585
"pse...30",14.9064975022338,1.6452516829595,7.71348599039378,-3.50729976363925,2.05658403384067
"pse...31",-3.24883968103677,0.770498960278928,7.71348599010999,-3.50728245580555,2.05586430077107
"pse...32",11.9741340028122,0.637706046923995,7.71348607397047,-3.5068960316939,2.05693185131493
"pse...33",-8.73934552771971,1.12835434125736,7.71348595708064,-3.50711916209579,2.0564834623063
"pse...34",-0.537466944660991,0.13022926542908,7.71348598161014,-3.50717473170233,2.05662538444085
"pse...35",-7.16167943319306,0.660671283490956,7.71348603631909,-3.50746392530373,2.05662301783168
"pse...36",-5.0830762507394,0.18470659153536,7.71348600629653,-3.50735703322564,2.05587479352887
"pse...37",5.81980582326651,0.232979252003133,7.71348607953589,-3.50647591761078,2.05632728224251
"pse...38",11.1179193668067,0.257341200485826,7.71348625063055,-3.50619211040506,2.05636725246464
"pse...39",10.0613391492516,0.475383792072535,7.71348597602274,-3.50731410451408,2.05602903688015
"pse...40",-1.48744178703055,1.66859723208472,7.71348596301073,-3.50692296330942,2.0564671041768
"pse...41",4.97390852775425,1.08823836874217,7.71348600211369,-3.50739213441629,2.05597346941086
"pse...42",4.86875790869817,1.74702454963699,7.71348628048053,-3.50674957801775,2.05497719625555
"pse...43",5.05164217902347,0.427090503741056,7.71348595574962,-3.50687415431453,2.05602038646982
"pse...44",-2.42776960367337,0.925551891792566,7.71348598536735,-3.50734210992864,2.05600172364332
"pse...45",3.56426098616794,0.967452389188111,7.71348605498134,-3.50756015064292,2.05603709128675
"pse...46",7.68813236150891,0.443223801441491,7.71348604079462,-3.50676008579504,2.05559683076085
"pse...47",14.7353828768246,1.95945909665897,7.71348597819976,-3.50673733270587,2.05608538847873
"pse...48",10.7708918815479,0.483028418850154,7.71348599810547,-3.50739371199647,2.05648475281385
"pse...49",3.93997715553269,1.48809128301218,7.71348594593904,-3.50701988562322,2.05637415249582
"pse...50",8.23211068287492,1.34967308910564,7.71348597505063,-3.50678554296083,2.05595869997015
"pse...51",7.40335321985185,1.94818443665281,7.71348602851921,-3.50659491464396,2.05631944801401
"pse...52",-10.8701321901754,1.49083702685311,7.71348595965875,-3.50682486787855,2.0560924143997
"pse...53",-4.91306316806003,1.29541683150455,7.71348599229362,-3.50741558430829,2.05621735044097
"pse...54",11.4502522791736,0.856978599913418,7.71348656444121,-3.50813661161996,2.05719425406551
"pse...55",13.3049145620316,0.505520246457309,7.71348608533603,-3.50663162070986,2.05554528639429
"pse...56",14.6616448508576,1.8122444706969,7.71348601055482,-3.50691128334853,2.0567187199184
"pse...57",-14.4168034312315,1.10677122045308,7.71348597818561,-3.50736360255925,2.05628032051431
