sid,oc,vv,frame_size,perc
30201cc,1.332649077105206,-1.1937553768052198,410,1.724961564
30201ms,2.025159400862475,4.126839534107821,410,3.541433522
30202is,1.6824556737142338,1.3426227262114472,410,3.1730637035
30205gr,-0.015558095081269152,-0.5216800100679677,410,1.2503291095
30205jp,0.7114202280584313,1.55652038906045,410,1.699969223
30205sb,-0.62816195507603,0.4673162622213185,410,0.85829787849999994
30208lj,2.306952543423148,3.756458011277123,410,1.617990031
30217af,0.3631859898184384,-0.3680801911665814,410,0.9912682740000001
30301av,1.6244794831077398,1.4625302677090635,410,2.292680349
30301sb,0.04775008349281773,2.7681718518772085,410,3.3052045075
30302sw,1.7024351003484233,7.977367618745642,410,3.769029241
30303nm,-0.5905543658926553,1.1282480297247712,410,2.1403282910000003
30303vm,2.974106905858369,0.015609834511817577,410,1.0394241770000001
30308dh,1.1940255767692023,0.055508072870424474,410,1.016698185
30310kl,-0.7784254468913079,2.8134836544552333,410,0.9909226605000001
30313jp,0.0654444551110096,1.2066004249411217,410,1.2640082995000002
30314am,2.398665766762356,0.5437606008801326,410,2.105106813
30317em,-0.38044724458057644,0.39589805600468136,410,0.9820304099999999
30404jm,-2.382917388118533,8.343020046936738,410,1.068898093
30406db,3.2930358019225356,3.5580011185133475,410,4.173869899
30410mc,1.0448384164343425,1.253248444981342,410,0.9858661825000001
30411ao,0.8070295171588018,0.6387825609233256,410,1.7003823715
30414sh,-0.4156452728999124,-0.15629580430874057,410,1.7349393655
30417mg,0.006951579501400795,0.6752668601240801,410,2.263566493
30418sf,1.5501743772577954,0.1824476555124046,410,1.2073716075
30420im,1.1264956123578809,-0.254300864249565,410,1.8507153625
30421sg,1.097050545072761,1.6822022262435583,410,1.3897581964999999
30425mk,1.6797163911334196,1.122952122753618,410,1.7345324620000002
30428jl,0.2745630500112539,-0.2811734781612798,410,0.476056072
30501rb,0.05062778040482696,0.8207754988934466,410,1.2357286079999998
30502ah,3.1202150328812914,6.860366550561256,410,6.679052737
30502mm,1.5141432048634567,-0.5427663529963738,410,1.9573258285
30504lp,0.5840466355991694,1.854873324551277,410,1.306705693
30505pp,-0.35906429662230943,3.5128052651096797,410,1.6676001695
30508ab,1.3540416306414007,0.16413743037751516,410,1.187311088
30509aa,0.3930847255407546,1.1422017651976155,410,1.984194178
30511ki,1.3270222487240406,0.4924990565514653,410,1.840299293
30516dl,1.8671640956506002,0.17185369459907518,410,1.3753067085000001
30516gm,1.9602116840036068,0.7164786499112629,410,1.7404091615
30530iw,1.8114224742377023,3.3219958550616995,410,3.062846135
30530tl,0.21471817614234023,1.1834465014050761,410,4.6800847715
30602kh,1.398304634522994,1.1135767267010606,410,1.400480265
30606tw,1.4974929025829031,-1.8448274695236695,410,1.1586906520000002
30608at,0.22446234550876337,2.394077818873959,410,3.3536365765
30613kb,0.6443900204778268,1.2784404813680914,410,1.576220051
30613th,0.8845454646982829,1.1190278570397756,410,1.4550933435000002
30907tg,-2.2790458285028348,0.5776152106718313,410,1.6294848155000001
30912cg,0.13347575291532188,2.2895195086559683,410,2.0465951225000003
30912kf,1.264103989625772,0.36905408116133787,410,1.716381125
30913my,1.7307890540774387,0.3125693003314238,410,1.5969353315
30914ms,0.11879418340201786,0.7641869655757212,410,3.5365030205
30915vb,0.5399941245919627,-0.2202027234506465,410,1.9349985964999998
31006st,1.2640698509217438,-0.8190948901175585,410,4.60350603
31013kt,0.23564560345466123,0.1836216622956246,410,0.1500578399999999
31016cm,0.625780438770561,0.7770894908046867,410,2.2113218165
31020md,-0.13729978339972804,0.30077716712979763,410,2.020856689
31031dm,1.5967431018000933,0.41691225089638784,410,1.4970250455
31031ki,1.4214590921616974,0.9045982823779444,410,1.732892799
31101ch,-1.5027482956680447,0.15517251808884303,410,1.043337548
31103is,2.7948793025333925,2.822419853195777,410,2.9940716985
31103tg,-0.31038913877450636,0.4820445636285925,410,0.19439300599999987
31106mh,-2.39255985849229,-0.8647331847200216,410,0.7446350125
31107sl,2.7743302541286994,1.6274252556572506,410,2.30468616
31108be,1.0665793211619254,2.284336694056021,410,2.169106559
31113kk,0.5661599026064397,1.480777050164195,410,2.892856022
31114kp,0.25126101052700006,0.868800115543338,410,0.1985899040000001
31114mc,-0.25200092394540463,2.997316368717619,410,2.783176437
31115sr,1.6525888286424912,1.4948465721378752,410,1.78148901
31116cm,1.1855037834903928,1.2924261177754528,410,0.785485265
31121cd,0.7826497113278483,1.757268209010121,410,1.436887725
31121dc,1.4982696990659827,1.2508142534986284,410,2.033954637
31121mm,1.054112541064177,-0.08408854003251043,410,4.1420382485000005
31122cc,1.4740817092818403,1.4551878085075667,410,1.056108906
31122is,0.4807840598222488,-0.6932965531868378,410,1.8453370335
31122md,0.9330560513919455,-0.3328227223922658,410,1.165295115
31122ns,3.411531469449256,1.1106587474066112,410,1.171736787
31127cj,4.379044963441508,1.7063958455319508,410,1.365328772
31127ks,1.1672274689614026,1.774368907665101,410,3.2153396565
31127nf,0.8199504795891674,-0.12209909191914958,410,0.890161474
40216ss,-0.5721818616404208,2.0918949572073346,410,1.7362575355
