sid,oc,vv,frame_size,perc
30201cc,1.2640682361335285,-0.9160971441460428,645,1.537479942
30201ms,2.9719215559147685,1.1662418679437616,645,4.10594043
30202is,0.5947186081264348,2.9441729039763636,645,3.2189379209999998
30205gr,0.6694404668262863,0.9906864452509891,645,1.1730693804999999
30205jp,0.1944936199461204,0.4446312493255138,645,0.9848448825000002
30205sb,-0.917559302406737,1.0435658535770458,645,0.7491734355
30208lj,1.8564795323073493,2.7308015205884244,645,2.5871936965
30217af,-0.025592092988648174,2.1114426946431077,645,1.029755816
30301av,0.6562572623075151,1.5778341397250077,645,3.3007406895
30301sb,1.2706164497976935,2.866880097434673,645,4.0297382365
30302sw,2.133024842983051,5.912758230242382,645,2.980139743
30303nm,-0.040711406823290996,1.2198887203751816,645,2.9333561025000003
30303vm,-0.24057864597907108,1.3493924611767014,645,0.9693371265
30308dh,-0.5487764829883244,-0.5975904552100086,645,0.5110904885000003
30310kl,-0.5011928681663731,0.7185834098824664,645,1.041883265
30313jp,0.08518695139374532,0.8455111306648502,645,1.4438386475000002
30314am,2.8893940432591876,0.627827679151272,645,2.2977619044999997
30317em,-0.7823236855473619,0.15041281059409903,645,0.8982217140000001
30404jm,0.312599523160094,1.6184075044679165,645,0.8558266195
30406db,0.6368871846178181,3.2896792363183223,645,2.7440035625
30410mc,0.16272079360606156,0.242310219595605,645,1.2558996164999998
30411ao,1.679632540626998,0.5876637606926212,645,1.6219432625
30414sh,-0.5381483360435919,2.424845592057514,645,1.9516703475000001
30417mg,0.14532271780346262,0.5021411273017505,645,2.474961291
30418sf,2.4025379425233147,0.34214601194666416,645,1.3648437245
30420im,0.2310947097203718,-0.293691398359897,645,1.717132325
30421sg,1.32025132655141,1.4438864667668119,645,1.46402564
30425mk,0.5564676532180802,0.5293785059908336,645,2.1550833349999996
30428jl,0.5466733238561443,-0.9126914687886352,645,0.9318813425000001
30501rb,0.32362915326144814,0.5055669931711385,645,0.9063964850000001
30502ah,2.8526613249287744,5.2670651592591415,645,4.7723041535
30502mm,1.1999187226640118,-1.039813154810826,645,0.9664303255
30504lp,0.9732657077144566,1.0747995002749298,645,0.9762537835
30505pp,-3.379631034994348,1.074290702764263,645,0.6956632065
30508ab,-0.3190808130666709,0.2283960261536958,645,0.6696601215000001
30509aa,3.048784732198369,0.9031139987168981,645,2.9145711619999997
30511ki,1.0877646967411079,0.8806017221072073,645,1.7717369719999998
30516dl,0.8910950447178285,1.0535668613178166,645,1.4728941254999999
30516gm,1.1387715398985132,1.0217520242418339,645,1.0582064515
30530iw,2.6107736937786497,5.292487733036918,645,2.8978667719999995
30530tl,-1.4712451600057497,1.7659797975984222,645,2.6768540045
30602kh,1.4312558199813346,1.5338786851133017,645,2.3352892115
30606tw,0.3603395637044557,0.11981094743714382,645,0.7756978465
30608at,0.45624668782754607,1.375357711324809,645,2.9049668515000002
30613kb,0.42579651914021616,1.7095779547302246,645,1.9797814825
30613th,0.6814773558909103,1.3813547753487363,645,0.8334887874999999
30907tg,1.0277672470995372,-0.6668497656323114,645,0.9732404514999999
30912cg,-0.12239697104002412,2.296943133423301,645,2.050959353
30912kf,1.561443030716522,-0.5617814133323282,645,1.776715169
30913my,0.24413891564851503,1.2778725924489427,645,1.4130787375
30914ms,-0.5191026778721108,2.1273177630038824,645,1.2020311535
30915vb,0.675302885680308,0.23601801018510882,645,2.167608025
31006st,-1.7666794811669064,-1.6317028067892523,645,4.449167529
31013kt,-0.6433738908799169,-0.1068250644504245,645,0.2804059910000001
31016cm,0.923044262902462,0.9916358168868189,645,0.7613766154999999
31020md,-0.04123930422940858,1.9949312626789504,645,2.0344190415
31031dm,2.949594782013991,1.7586517994038153,645,1.6678206035
31031ki,1.5228347320153888,1.0449486556916905,645,1.2221755195
31101ch,0.22733692620929014,0.5545904055401165,645,1.0082547055
31103is,4.009529522743807,1.026678423417553,645,2.5987795719999998
31103tg,-0.36581134488555533,1.4437916795704044,645,0.5442746725000001
31106mh,-2.613669105925476,-0.3297756669904577,645,0.38595703150000005
31107sl,2.0701754065147204,3.090064113452502,645,2.881412197
31108be,0.3321273029438194,1.4293866410067708,645,0.862440873
31113kk,0.6683297224185574,1.1581011957198057,645,2.731377859
31114kp,-0.3145018835017328,-0.9766622227593666,645,0.228132703
31114mc,1.0425328763983621,2.111998155164054,645,1.4688232509999999
31115sr,2.042687809512741,0.9979681460190348,645,2.448515694
31116cm,0.9647719998840671,0.8464307329820566,645,0.7096907815
31121cd,0.5289837985787232,1.8329519815937445,645,1.933998997
31121dc,-4.02263181479527,2.9829118764735627,645,1.2601524419999999
31121mm,0.5242432985551415,-0.9646480111935637,645,3.607918343
31122cc,-0.350803525935224,1.5052928681590654,645,-0.06247663950000004
31122is,1.0021639447322146,0.3058616056938397,645,1.4130229785
31122md,2.02985242638484,0.0054833620011170425,645,0.6701323825
31122ns,0.4466852385213792,0.48057016614057246,645,1.4739905969999998
31127cj,2.5160277843992334,1.527363822850317,645,1.5490217455000002
31127ks,0.8572786769717471,2.169426081288645,645,1.3455231109999999
31127nf,0.8667011157567102,0.3901002162598872,645,1.3743569075
40216ss,-0.16601715293274166,2.010310458480993,645,1.243742016
