sid,oc,vv,frame_size,perc
30201cc,2.680251214498287,-0.2194845202442572,175,2.2281647865
30201ms,2.582544872006123,4.776381779821016,175,2.086996633
30202is,0.4625624921541447,1.764243168329786,175,3.990720367
30205gr,1.9761145227860557,-0.03155158884899034,175,-0.2725150985
30205jp,1.5188391390133411,0.7000451941461909,175,0.6851466509999999
30205sb,-0.4676310509372934,0.38256172294130186,175,1.3958778129999998
30208lj,4.762200482882871,5.0610288976358815,175,2.3821280204999997
30217af,2.0965384818298514,0.38871313721917855,175,2.2339938555
30301av,1.6998554005441566,0.5662123203775962,175,2.356864561
30301sb,0.821507329781346,2.735808534434413,175,2.5163531399999997
30302sw,1.5340051931636653,4.427201961673757,175,3.487812557
30303nm,0.45169638449359173,0.3204907880107186,175,1.9702484990000002
30303vm,-4.512125681154854,1.2503343277610917,175,0.9418196214999999
30308dh,0.7729287503244269,0.5357215352355162,175,1.0992534305000001
30310kl,1.1872248452643626,3.0174691428234306,175,2.3753674555
30313jp,0.22799399318878233,2.422016811594135,175,1.1100015140000001
30314am,1.1780488637308109,1.2650532703230182,175,1.8048204939999999
30317em,0.44326298698339217,0.8867758465678286,175,2.1878994695
30404jm,1.4913921958480265,2.3927366677308513,175,1.2157816965000001
30406db,3.582242671516423,1.3763754375181239,175,4.183586612
30410mc,4.070821101633043,0.6266742225809896,175,1.527862658
30411ao,1.5597209404247412,0.6834503254935909,175,1.641249598
30414sh,1.5096144006224779,4.362822542878856,175,2.043054146
30417mg,-0.05746503036995487,1.6128854586787083,175,2.2544204175
30418sf,1.7012541888715176,0.17369432980652477,175,1.3413067925
30420im,0.6532730855383361,-0.11269683178552237,175,0.8554307889999999
30421sg,2.5537327986386167,-0.7854294314250119,175,2.0338490685
30425mk,1.614401861693251,2.3711498701426335,175,1.8614035219999998
30428jl,0.620278027841433,1.218286991632494,175,1.3126594235
30501rb,1.3926694932681103,0.5442134541785251,175,1.5032452004999999
30502ah,2.5356257909001405,3.518854717100792,175,4.6056693465
30502mm,1.0854258637941185,2.561068966046583,175,1.38390477
30504lp,3.0215314649454337,1.3976633100835227,175,1.8280778945
30505pp,2.0374965172486275,1.2126997467042304,175,1.6442880295
30508ab,1.4119261788105693,-0.4223438527095187,175,1.0479863260000002
30509aa,4.08686126574381,1.655816313297199,175,3.4342047119999997
30511ki,1.989279550365147,2.0000875360965242,175,1.729832736
30516dl,2.1618429621763418,1.8882236507536474,175,2.1652795355
30516gm,3.0910001286862476,0.565389857509689,175,2.98972556
30530iw,2.300240113109142,4.530063351867962,175,4.2093074915
30530tl,2.175164716693855,-1.3482465515536077,175,5.049783720000001
30602kh,3.77477632043544,0.8916104525653397,175,2.1972387355
30606tw,0.9596249313015395,2.0609113367152645,175,1.291324494
30608at,-0.2210274383228007,1.927272869967408,175,2.8362041189999996
30613kb,2.074147067491603,0.7455417175662586,175,1.768396749
30613th,3.138604403154623,0.6965102232842826,175,2.5809940415
30907tg,1.3532441883396822,-0.6520161484818132,175,1.835340502
30912cg,0.9929659751282434,1.4384396081927466,175,2.3109524964999997
30912kf,1.9437676625175992,1.967136781128215,175,2.141067483
30913my,1.947818175479734,0.6497302778813966,175,2.434796229
30914ms,0.4035197944075304,1.8785979677891147,175,0.3610937249999999
30915vb,0.6477418288613492,0.7314429368837327,175,0.9123847645
31006st,2.5075377885174017,-2.7685910012472306,175,4.7698183805
31013kt,0.9208702518162406,1.155936365271126,175,0.5062653165
31016cm,1.253783104293682,0.5819145269686455,175,2.0907917520000003
31020md,2.561838293017904,0.47966646271638647,175,2.5991781135
31031dm,2.7094132321814834,0.3159311996833849,175,1.6819536769999999
31031ki,0.9753718910159992,0.07190078161017821,175,2.215665669
31101ch,1.7618409206812378,1.5683494087195864,175,1.351559024
31103is,-0.453472594992101,1.8666984922008303,175,3.3965533775
31103tg,0.9076415660695769,8.74393920345716,175,0.7942417195000002
31106mh,1.434193062230309,-0.7870913696578765,175,1.2486508075
31107sl,4.203829985935783,3.7730218240424036,175,2.5434344455
31108be,1.3313733108181554,1.3539626915789613,175,1.6712586505
31113kk,0.9861265575475067,1.4249551325197218,175,2.6857620425
31114kp,-0.05780803971898241,-0.05763294301174127,175,-0.08273820599999993
31114mc,1.3798456112260218,1.6277624827700907,175,4.1500895125
31115sr,3.5449061485756452,1.3947537345789494,175,3.235660777
31116cm,1.0476145501951333,2.434340098139176,175,0.670102859
31121cd,0.5312672121147929,2.207940896806339,175,1.8253836964999999
31121dc,-1.4575387217462488,2.3581339623341755,175,2.698095241
31121mm,1.2467576989907543,-0.10953627090321083,175,6.351867655
31122cc,2.312127274922326,0.13718255266984525,175,1.4368465000000001
31122is,2.5619126580402343,1.1636474070217768,175,2.6178119090000003
31122md,2.3764956954662697,1.7643062224774955,175,2.1198763145
31122ns,0.8783668580250596,3.115133464636941,175,1.6214902725
31127cj,6.467236005422977,2.62742580508424,175,1.7969520685
31127ks,1.0456417086008516,3.5445332678628696,175,2.12899238
31127nf,1.547524682334702,0.9685834130387723,175,1.8686748300000002
40216ss,1.2402479462281637,1.9735486889683145,175,1.6860813540000001
