sid,oc,vv,frame_size,perc,frame
30602kh,1.398304634522994,1.1135767267010606,410,1.400480265,Medium
30602kh,1.4312558199813346,1.5338786851133017,645,2.3352892115,Large
30602kh,2.2080824581487946,0.9019091298794158,880,0.6206961995,Extra Large
30606tw,0.9596249313015395,2.0609113367152645,175,1.291324494,Small
30606tw,1.4974929025829031,-1.8448274695236695,410,1.1586906520000002,Medium
30606tw,0.3603395637044557,0.11981094743714382,645,0.7756978465,Large
30606tw,0.6830582179552863,0.19840196722231807,880,0.15729627499999999,Extra Large
30608at,-0.2210274383228007,1.927272869967408,175,2.8362041189999996,Small
30608at,0.22446234550876337,2.394077818873959,410,3.3536365765,Medium
30608at,0.45624668782754607,1.375357711324809,645,2.9049668515000002,Large
30608at,-0.496740623044294,2.782929444638823,880,2.3047570795,Extra Large
30613kb,2.074147067491603,0.7455417175662586,175,1.768396749,Small
30613kb,0.6443900204778268,1.2784404813680914,410,1.576220051,Medium
30613kb,0.42579651914021616,1.7095779547302246,645,1.9797814825,Large
30613kb,0.19468618326673384,-0.05267522817866421,880,1.664689997,Extra Large
30613th,3.138604403154623,0.6965102232842826,175,2.5809940415,Small
30613th,0.8845454646982829,1.1190278570397756,410,1.4550933435000002,Medium
30613th,0.6814773558909103,1.3813547753487363,645,0.8334887874999999,Large
30613th,0.8725736353454494,1.0396141417605373,880,1.0330360225,Extra Large
30907tg,1.3532441883396822,-0.6520161484818132,175,1.835340502,Small
30907tg,-2.2790458285028348,0.5776152106718313,410,1.6294848155000001,Medium
30907tg,1.0277672470995372,-0.6668497656323114,645,0.9732404514999999,Large
30907tg,0.9182833531751857,2.1495607666310406,880,1.4035771925,Extra Large
30912cg,0.9929659751282434,1.4384396081927466,175,2.3109524964999997,Small
30912cg,0.13347575291532188,2.2895195086559683,410,2.0465951225000003,Medium
30912cg,-0.12239697104002412,2.296943133423301,645,2.050959353,Large
30912cg,0.04394629114132442,3.2240793547074964,880,1.7881521205000002,Extra Large
30912kf,1.9437676625175992,1.967136781128215,175,2.141067483,Small
30912kf,1.264103989625772,0.36905408116133787,410,1.716381125,Medium
30912kf,1.561443030716522,-0.5617814133323282,645,1.776715169,Large
30912kf,2.6850934451443296,0.7039430338508237,880,1.758542284,Extra Large
30913my,1.947818175479734,0.6497302778813966,175,2.434796229,Small
30913my,1.7307890540774387,0.3125693003314238,410,1.5969353315,Medium
30913my,0.24413891564851503,1.2778725924489427,645,1.4130787375,Large
30913my,0.5553556406072176,0.22780952866393478,880,1.3052850440000001,Extra Large
30914ms,0.4035197944075304,1.8785979677891147,175,0.3610937249999999,Small
30914ms,0.11879418340201786,0.7641869655757212,410,3.5365030205,Medium
30914ms,-0.5191026778721108,2.1273177630038824,645,1.2020311535,Large
30914ms,-0.027444379007778075,1.3518735256398533,880,0.8949280774999999,Extra Large
30915vb,0.6477418288613492,0.7314429368837327,175,0.9123847645,Small
30915vb,0.5399941245919627,-0.2202027234506465,410,1.9349985964999998,Medium
30915vb,0.675302885680308,0.23601801018510882,645,2.167608025,Large
30915vb,0.7218140670400259,0.1637164338568109,880,3.303085423,Extra Large
31006st,2.5075377885174017,-2.7685910012472306,175,4.7698183805,Small
31006st,1.2640698509217438,-0.8190948901175585,410,4.60350603,Medium
31006st,-1.7666794811669064,-1.6317028067892523,645,4.449167529,Large
31006st,4.761147322910104,-0.38137014978781103,880,3.127633939,Extra Large
31013kt,0.9208702518162406,1.155936365271126,175,0.5062653165,Small
31013kt,0.23564560345466123,0.1836216622956246,410,0.1500578399999999,Medium
31013kt,-0.6433738908799169,-0.1068250644504245,645,0.2804059910000001,Large
31013kt,0.12784920412318135,-0.540639602826928,880,0.20885040249999975,Extra Large
31016cm,1.253783104293682,0.5819145269686455,175,2.0907917520000003,Small
31016cm,0.625780438770561,0.7770894908046867,410,2.2113218165,Medium
31016cm,0.923044262902462,0.9916358168868189,645,0.7613766154999999,Large
31016cm,1.8461212433551184,0.03230851199227039,880,1.634720335,Extra Large
31020md,2.561838293017904,0.47966646271638647,175,2.5991781135,Small
31020md,-0.13729978339972804,0.30077716712979763,410,2.020856689,Medium
31020md,-0.04123930422940858,1.9949312626789504,645,2.0344190415,Large
31020md,0.36890698751943685,0.33189780621515297,880,2.201218744,Extra Large
31031dm,2.7094132321814834,0.3159311996833849,175,1.6819536769999999,Small
31031dm,1.5967431018000933,0.41691225089638784,410,1.4970250455,Medium
31031dm,2.949594782013991,1.7586517994038153,645,1.6678206035,Large
31031dm,1.236193548994169,0.29418228858684176,880,2.148685396,Extra Large
31031ki,0.9753718910159992,0.07190078161017821,175,2.215665669,Small
31031ki,1.4214590921616974,0.9045982823779444,410,1.732892799,Medium
31031ki,1.5228347320153888,1.0449486556916905,645,1.2221755195,Large
31031ki,1.0227829791809837,1.2199556850047293,880,1.391331528,Extra Large
31101ch,1.7618409206812378,1.5683494087195864,175,1.351559024,Small
31101ch,-1.5027482956680447,0.15517251808884303,410,1.043337548,Medium
31101ch,0.22733692620929014,0.5545904055401165,645,1.0082547055,Large
31101ch,0.1553734042406283,0.9797740949455711,880,0.5887266645,Extra Large
31103is,-0.453472594992101,1.8666984922008303,175,3.3965533775,Small
31103is,2.7948793025333925,2.822419853195777,410,2.9940716985,Medium
31103is,4.009529522743807,1.026678423417553,645,2.5987795719999998,Large
31103is,0.26875977354532743,2.58523555977842,880,2.992458734,Extra Large
31103tg,0.9076415660695769,8.74393920345716,175,0.7942417195000002,Small
31103tg,-0.31038913877450636,0.4820445636285925,410,0.19439300599999987,Medium
31103tg,-0.36581134488555533,1.4437916795704044,645,0.5442746725000001,Large
31103tg,0.3452473973854364,0.076450658695289,880,0.9296311469999998,Extra Large
31106mh,1.434193062230309,-0.7870913696578765,175,1.2486508075,Small
31106mh,-2.39255985849229,-0.8647331847200216,410,0.7446350125,Medium
31106mh,-2.613669105925476,-0.3297756669904577,645,0.38595703150000005,Large
31106mh,-2.574368336223192,-0.5101909923990233,880,0.6662685535,Extra Large
31107sl,4.203829985935783,3.7730218240424036,175,2.5434344455,Small
31107sl,2.7743302541286994,1.6274252556572506,410,2.30468616,Medium
31107sl,2.0701754065147204,3.090064113452502,645,2.881412197,Large
31107sl,1.525367229967359,3.4301489139940067,880,2.920550926,Extra Large
31108be,1.3313733108181554,1.3539626915789613,175,1.6712586505,Small
31108be,1.0665793211619254,2.284336694056021,410,2.169106559,Medium
31108be,0.3321273029438194,1.4293866410067708,645,0.862440873,Large
31108be,1.2621672790050167,2.476819944364369,880,0.7834748284999999,Extra Large
31113kk,0.9861265575475067,1.4249551325197218,175,2.6857620425,Small
31113kk,0.5661599026064397,1.480777050164195,410,2.892856022,Medium
31113kk,0.6683297224185574,1.1581011957198057,645,2.731377859,Large
31113kk,-0.27486940124124626,0.8110584101573213,880,2.138724332,Extra Large
31114kp,-0.05780803971898241,-0.05763294301174127,175,-0.08273820599999993,Small
31114kp,0.25126101052700006,0.868800115543338,410,0.1985899040000001,Medium
31114kp,-0.3145018835017328,-0.9766622227593666,645,0.228132703,Large
31114kp,-0.41877013968398286,-1.2177386937330275,880,-0.502632051,Extra Large
31114mc,1.3798456112260218,1.6277624827700907,175,4.1500895125,Small
31114mc,-0.25200092394540463,2.997316368717619,410,2.783176437,Medium
31114mc,1.0425328763983621,2.111998155164054,645,1.4688232509999999,Large
31114mc,-0.042673322399229385,1.5450419086438503,880,1.7147925865,Extra Large
31115sr,3.5449061485756452,1.3947537345789494,175,3.235660777,Small
31115sr,1.6525888286424912,1.4948465721378752,410,1.78148901,Medium
31115sr,2.042687809512741,0.9979681460190348,645,2.448515694,Large
31115sr,1.1420964165615932,0.6334952831686467,880,1.4185363245,Extra Large
31116cm,1.0476145501951333,2.434340098139176,175,0.670102859,Small
31116cm,1.1855037834903928,1.2924261177754528,410,0.785485265,Medium
31116cm,0.9647719998840671,0.8464307329820566,645,0.7096907815,Large
31116cm,0.3319642497669024,0.4129256549876179,880,0.6547238814999999,Extra Large
31121cd,0.5312672121147929,2.207940896806339,175,1.8253836964999999,Small
31121cd,0.7826497113278483,1.757268209010121,410,1.436887725,Medium
31121cd,0.5289837985787232,1.8329519815937445,645,1.933998997,Large
31121cd,0.3077906646233478,-0.03526072722856277,880,1.6615011095,Extra Large
31121dc,-1.4575387217462488,2.3581339623341755,175,2.698095241,Small
31121dc,1.4982696990659827,1.2508142534986284,410,2.033954637,Medium
31121dc,-4.02263181479527,2.9829118764735627,645,1.2601524419999999,Large
31121dc,1.9374335025854408,2.1234002961315097,880,1.5537691550000001,Extra Large
31121mm,1.2467576989907543,-0.10953627090321083,175,6.351867655,Small
31121mm,1.054112541064177,-0.08408854003251043,410,4.1420382485000005,Medium
31121mm,0.5242432985551415,-0.9646480111935637,645,3.607918343,Large
31121mm,1.022636979374142,2.6110083050559156,880,2.53952529,Extra Large
31122cc,2.312127274922326,0.13718255266984525,175,1.4368465000000001,Small
31122cc,1.4740817092818403,1.4551878085075667,410,1.056108906,Medium
31122cc,-0.350803525935224,1.5052928681590654,645,-0.06247663950000004,Large
31122cc,-0.04983875263398119,1.326334993399759,880,1.2172873329999998,Extra Large
31122is,2.5619126580402343,1.1636474070217768,175,2.6178119090000003,Small
31122is,0.4807840598222488,-0.6932965531868378,410,1.8453370335,Medium
31122is,1.0021639447322146,0.3058616056938397,645,1.4130229785,Large
31122is,0.8808393714740981,0.5312966522211757,880,1.8647368335000003,Extra Large
31122md,2.3764956954662697,1.7643062224774955,175,2.1198763145,Small
31122md,0.9330560513919455,-0.3328227223922658,410,1.165295115,Medium
31122md,2.02985242638484,0.0054833620011170425,645,0.6701323825,Large
31122md,1.191259045141157,-0.24645621604096912,880,1.176702772,Extra Large
31122ns,0.8783668580250596,3.115133464636941,175,1.6214902725,Small
31122ns,3.411531469449256,1.1106587474066112,410,1.171736787,Medium
31122ns,0.4466852385213792,0.48057016614057246,645,1.4739905969999998,Large
31122ns,3.311527365459802,1.0249191550670989,880,1.292332046,Extra Large
31127cj,6.467236005422977,2.62742580508424,175,1.7969520685,Small
31127cj,4.379044963441508,1.7063958455319508,410,1.365328772,Medium
31127cj,2.5160277843992334,1.527363822850317,645,1.5490217455000002,Large
31127cj,2.051829086526549,2.3504102821679713,880,1.228094155,Extra Large
31127ks,1.0456417086008516,3.5445332678628696,175,2.12899238,Small
31127ks,1.1672274689614026,1.774368907665101,410,3.2153396565,Medium
31127ks,0.8572786769717471,2.169426081288645,645,1.3455231109999999,Large
31127ks,0.1992440120970791,0.9796301577396747,880,1.4823340415000001,Extra Large
31127nf,1.547524682334702,0.9685834130387723,175,1.8686748300000002,Small
31127nf,0.8199504795891674,-0.12209909191914958,410,0.890161474,Medium
31127nf,0.8667011157567102,0.3901002162598872,645,1.3743569075,Large
31127nf,0.8791995193460291,0.1984953684443318,880,0.9186189165,Extra Large
40216ss,1.2402479462281637,1.9735486889683145,175,1.6860813540000001,Small
40216ss,-0.5721818616404208,2.0918949572073346,410,1.7362575355,Medium
40216ss,-0.16601715293274166,2.010310458480993,645,1.243742016,Large
40216ss,0.13748998045447758,0.8624707675859273,880,0.4852972740000001,Extra Large
