"","sid","FRAME_SIZE_VAL","ccw","cw","frame_effect_r"
"235","r31101ch","Large",-2.67381049717401,-3.12848434959259,0.22733692620929
"236","r31101ch","Extra Large",-2.81150217366774,-3.122248982149,0.155373404240628
"237","r31103is","Small",0.368840562028755,1.27578575201296,-0.453472594992101
"238","r31103is","Medium",1.39529358898811,-4.19446501607867,2.79487930253339
"239","r31103is","Large",3.68724566136603,-4.33181338412159,4.00952952274381
"240","r31103is","Extra Large",2.00396260315684,1.46644305606619,0.268759773545327
"241","r31103tg","Small",-1.83177028434444,-3.64705341648359,0.907641566069577
"242","r31103tg","Medium",-2.60773626236822,-1.9869579848192,-0.310389138774506
"243","r31103tg","Large",-3.37163905714099,-2.64001636736988,-0.365811344885555
"244","r31103tg","Extra Large",-1.87325062732845,-2.56374542209932,0.345247397385436
"245","r31106mh","Small",2.53814869092198,-0.330237433538641,1.43419306223031
"246","r31106mh","Medium",1.18952379390582,5.9746435108904,-2.39255985849229
"247","r31106mh","Large",-4.53195964237235,0.695378569478605,-2.61366910592548
"248","r31106mh","Extra Large",-0.280984844303814,4.86775182814257,-2.57436833622319
"249","r31107sl","Small",3.56903899151785,-4.83862098035371,4.20382998593578
"250","r31107sl","Medium",2.13075234695851,-3.41790816129889,2.7743302541287
"251","r31107sl","Large",0.869847132683476,-3.27050368034596,2.07017540651472
"252","r31107sl","Extra Large",1.93032830568107,-1.12040615425365,1.52536722996736
"253","r31108be","Small",3.85015402594574,1.18740740430943,1.33137331081816
"254","r31108be","Medium",3.14026996988096,1.00711132755711,1.06657932116193
"255","r31108be","Large",3.28130883038888,2.61705422450124,0.332127302943819
"256","r31108be","Extra Large",4.08030828063556,1.55597372262553,1.26216727900502
"257","r31113kk","Small",4.00907622075223,2.03682310565722,0.986126557547507
"258","r31113kk","Medium",4.16108200287414,3.02876219766126,0.56615990260644
"259","r31113kk","Large",4.46141522925394,3.12475578441682,0.668329722418557
"260","r31113kk","Extra Large",3.75931504735176,4.30905384983425,-0.274869401241246
"261","r31114kp","Small",1.58105529328814,1.6966713727261,-0.0578080397189824
"262","r31114kp","Medium",1.45033971406042,0.947817693006419,0.251261010527
"263","r31114kp","Large",0.689954367689412,1.31895813469288,-0.314501883501733
"264","r31114kp","Extra Large",0.941308328763049,1.77884860813101,-0.418770139683983
"265","r31114mc","Small",-1.08752670339565,-3.84721792584769,1.37984561122602
"266","r31114mc","Medium",-1.53577698534057,-1.03177513744977,-0.252000923945405
"267","r31114mc","Large",1.24813749793346,-0.836928254863261,1.04253287639836
"268","r31114mc","Extra Large",-0.934435995108006,-0.849089350309547,-0.0426733223992294
"269","r31115sr","Small",10.1129464104973,3.02313411334602,3.54490614857565
"270","r31115sr","Medium",8.77930596036748,5.47412830308249,1.65258882864249
"271","r31115sr","Large",7.74748802098008,3.6621124019546,2.04268780951274
"272","r31115sr","Extra Large",7.27656499016627,4.99237215704308,1.14209641656159
"273","r31116cm","Small",-4.15113991010483,-6.24636901049509,1.04761455019513
"274","r31116cm","Medium",-4.20041570433583,-6.57142327131662,1.18550378349039
"275","r31116cm","Large",-3.7047966499032,-5.63434064967133,0.964771999884067
"276","r31116cm","Extra Large",-4.779578389468,-5.44350688900181,0.331964249766902
"277","r31121cd","Small",-0.882088946581883,-1.94462337081147,0.531267212114793
"278","r31121cd","Medium",0.37317071197687,-1.19212871067883,0.782649711327848
"279","r31121cd","Large",0.136104677091361,-0.921862920066085,0.528983798578723
"280","r31121cd","Extra Large",0.751868404033942,0.136287074787246,0.307790664623348
"281","r31121dc","Small",-0.345331718999615,2.56974572449288,-1.45753872174625
"282","r31121dc","Medium",4.97175980504819,1.97522040691622,1.49826969906598
"283","r31121dc","Large",-0.184309582969146,7.8609540466214,-4.02263181479527
"284","r31121dc","Extra Large",8.31339712763321,4.43853012246233,1.93743350258544
"285","r31121mm","Small",0.872501601860339,-1.62101379612117,1.24675769899075
"286","r31121mm","Medium",0.758248734912177,-1.34997634721618,1.05411254106418
"287","r31121mm","Large",-0.7061614680241,-1.75464806513438,0.524243298555142
"288","r31121mm","Extra Large",0.572604722022299,-1.47266923672599,1.02263697937414
"289","r31122cc","Small",6.27273845925131,1.64848390940666,2.31212727492233
"290","r31122cc","Medium",4.83213938291021,1.88397596434653,1.47408170928184
"291","r31122cc","Large",2.11717063768229,2.81877768955274,-0.350803525935224
"292","r31122cc","Extra Large",3.03569964347798,3.13537714874595,-0.0498387526339812
"293","r31122is","Small",7.92018560126864,2.79636028518817,2.56191265804023
"294","r31122is","Medium",5.89873524053623,4.93716712089173,0.480784059822249
"295","r31122is","Large",6.561206328887,4.55687843942257,1.00216394473221
"296","r31122is","Extra Large",6.17614470088311,4.41446595793491,0.880839371474098
"297","r31122md","Small",2.00752584509605,-2.74546554583649,2.37649569546627
"298","r31122md","Medium",1.98006527090364,0.113953168119748,0.933056051391945
"299","r31122md","Large",2.85912214253656,-1.20058271023312,2.02985242638484
"300","r31122md","Extra Large",2.17008728793179,-0.212430802350521,1.19125904514116
"301","r31122ns","Small",-0.632892896351022,-2.38962661240114,0.87836685802506
"302","r31122ns","Medium",4.79952350723845,-2.02353943166006,3.41153146944926
"303","r31122ns","Large",-0.812095524362548,-1.70546600140531,0.446685238521379
